,ru_name,poster,kp_rate,imbd_rate,kp_url,ID
181,Тренер Картер,https://kinopoiskapiunofficial.tech/images/posters/kp/77531.jpg,8.1,7.8999999999999995,https://www.kinopoisk.ru/film/77531/,77531
182,Схватка,https://kinopoiskapiunofficial.tech/images/posters/kp/571.jpg,8.1,8.0,https://www.kinopoisk.ru/film/571/,571
183,Писатели свободы,https://kinopoiskapiunofficial.tech/images/posters/kp/195226.jpg,8.1,8.2,https://www.kinopoisk.ru/film/195226/,195226
184,Твоё имя,https://kinopoiskapiunofficial.tech/images/posters/kp/958722.jpg,8.1,8.1,https://www.kinopoisk.ru/film/958722/,958722
185,Психо,https://kinopoiskapiunofficial.tech/images/posters/kp/344.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/344/,344
186,Принцесса Мононоке,https://kinopoiskapiunofficial.tech/images/posters/kp/441.jpg,8.1,7.8999999999999995,https://www.kinopoisk.ru/film/441/,441
187,Знахарь,https://kinopoiskapiunofficial.tech/images/posters/kp/80749.jpg,8.1,8.2,https://www.kinopoisk.ru/film/80749/,80749
188,Военный ныряльщик,https://kinopoiskapiunofficial.tech/images/posters/kp/751.jpg,8.1,8.1,https://www.kinopoisk.ru/film/751/,751
189,Шрэк,https://kinopoiskapiunofficial.tech/images/posters/kp/430.jpg,8.1,7.8999999999999995,https://www.kinopoisk.ru/film/430/,430
190,Октябрьское небо,https://kinopoiskapiunofficial.tech/images/posters/kp/2056.jpg,8.1,8.2,https://www.kinopoisk.ru/film/2056/,2056
191,Гарри Поттер и узник Азкабана,https://kinopoiskapiunofficial.tech/images/posters/kp/322.jpg,8.1,8.0,https://www.kinopoisk.ru/film/322/,322
192,Звёздные войны: Эпизод 6 – Возвращение Джедая,https://kinopoiskapiunofficial.tech/images/posters/kp/447.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/447/,447
193,Друзья: Воссоединение,https://kinopoiskapiunofficial.tech/images/posters/kp/1346686.jpg,8.1,8.2,https://www.kinopoisk.ru/film/1346686/,1346686
194,Новый кинотеатр «Парадизо»,https://kinopoiskapiunofficial.tech/images/posters/kp/424.jpg,8.1,7.8999999999999995,https://www.kinopoisk.ru/film/424/,424
195,Ип Ман,https://kinopoiskapiunofficial.tech/images/posters/kp/409507.jpg,8.1,8.1,https://www.kinopoisk.ru/film/409507/,409507
196,Последний самурай,https://kinopoiskapiunofficial.tech/images/posters/kp/6764.jpg,8.1,8.0,https://www.kinopoisk.ru/film/6764/,6764
197,Иллюзионист,https://kinopoiskapiunofficial.tech/images/posters/kp/102198.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/102198/,102198
198,Брат 2,https://kinopoiskapiunofficial.tech/images/posters/kp/41520.jpg,8.1,8.0,https://www.kinopoisk.ru/film/41520/,41520
199,Гарри Поттер и философский камень,https://kinopoiskapiunofficial.tech/images/posters/kp/689.jpg,8.1,8.0,https://www.kinopoisk.ru/film/689/,689
200,Берегись автомобиля,https://kinopoiskapiunofficial.tech/images/posters/kp/46089.jpg,8.1,8.1,https://www.kinopoisk.ru/film/46089/,46089
201,"Ирония судьбы, или С легким паром!",https://kinopoiskapiunofficial.tech/images/posters/kp/77331.jpg,8.1,8.1,https://www.kinopoisk.ru/film/77331/,77331
202,Звёздочки на земле,https://kinopoiskapiunofficial.tech/images/posters/kp/280562.jpg,8.1,8.0,https://www.kinopoisk.ru/film/280562/,280562
203,Трасса 60,https://kinopoiskapiunofficial.tech/images/posters/kp/3563.jpg,8.1,8.0,https://www.kinopoisk.ru/film/3563/,3563
204,Загадочная история Бенджамина Баттона,https://kinopoiskapiunofficial.tech/images/posters/kp/81555.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/81555/,81555
205,Цирк,https://kinopoiskapiunofficial.tech/images/posters/kp/2119.jpg,8.1,7.8999999999999995,https://www.kinopoisk.ru/film/2119/,2119
206,Пока не сыграл в ящик,https://kinopoiskapiunofficial.tech/images/posters/kp/258885.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/258885/,258885
207,Хулиганы,https://kinopoiskapiunofficial.tech/images/posters/kp/77444.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/77444/,77444
208,Легенда №17,https://kinopoiskapiunofficial.tech/images/posters/kp/601564.jpg,8.1,8.2,https://www.kinopoisk.ru/film/601564/,601564
209,Хоббит: Пустошь Смауга,https://kinopoiskapiunofficial.tech/images/posters/kp/408876.jpg,8.1,8.0,https://www.kinopoisk.ru/film/408876/,408876
210,Гарри Поттер и Дары Смерти: Часть II,https://kinopoiskapiunofficial.tech/images/posters/kp/407636.jpg,8.1,8.2,https://www.kinopoisk.ru/film/407636/,407636
211,Апокалипсис,https://kinopoiskapiunofficial.tech/images/posters/kp/160977.jpg,8.1,8.1,https://www.kinopoisk.ru/film/160977/,160977
212,Рататуй,https://kinopoiskapiunofficial.tech/images/posters/kp/89514.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/89514/,89514
213,Жестокий романс,https://kinopoiskapiunofficial.tech/images/posters/kp/45314.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/45314/,45314
214,Ford против Ferrari,https://kinopoiskapiunofficial.tech/images/posters/kp/835086.jpg,8.1,8.299999999999999,https://www.kinopoisk.ru/film/835086/,835086
215,Дурак,https://kinopoiskapiunofficial.tech/images/posters/kp/808639.jpg,8.1,8.2,https://www.kinopoisk.ru/film/808639/,808639
216,Подмена,https://kinopoiskapiunofficial.tech/images/posters/kp/279880.jpg,8.1,8.2,https://www.kinopoisk.ru/film/279880/,279880
217,Тэмпл Грандин,https://kinopoiskapiunofficial.tech/images/posters/kp/424153.jpg,8.1,8.1,https://www.kinopoisk.ru/film/424153/,424153
218,Я – Сэм,https://kinopoiskapiunofficial.tech/images/posters/kp/706.jpg,8.1,8.2,https://www.kinopoisk.ru/film/706/,706
219,Крепкий орешек,https://kinopoiskapiunofficial.tech/images/posters/kp/471.jpg,8.0,7.8,https://www.kinopoisk.ru/film/471/,471
220,Аватар,https://kinopoiskapiunofficial.tech/images/posters/kp/251733.jpg,8.0,7.8,https://www.kinopoisk.ru/film/251733/,251733
221,Песнь моря,https://kinopoiskapiunofficial.tech/images/posters/kp/714248.jpg,8.0,8.2,https://www.kinopoisk.ru/film/714248/,714248
222,Медведь,https://kinopoiskapiunofficial.tech/images/posters/kp/22907.jpg,8.0,8.1,https://www.kinopoisk.ru/film/22907/,22907
223,Крупная рыба,https://kinopoiskapiunofficial.tech/images/posters/kp/9617.jpg,8.0,8.0,https://www.kinopoisk.ru/film/9617/,9617
224,Золотая лихорадка,https://kinopoiskapiunofficial.tech/images/posters/kp/478.jpg,8.0,8.1,https://www.kinopoisk.ru/film/478/,478
225,Ураган,https://kinopoiskapiunofficial.tech/images/posters/kp/4914.jpg,8.0,7.8,https://www.kinopoisk.ru/film/4914/,4914
226,Убить пересмешника,https://kinopoiskapiunofficial.tech/images/posters/kp/357.jpg,8.0,7.9,https://www.kinopoisk.ru/film/357/,357
227,Вверх,https://kinopoiskapiunofficial.tech/images/posters/kp/325381.jpg,8.0,8.0,https://www.kinopoisk.ru/film/325381/,325381
228,Звёздные войны: Эпизод 5 – Империя наносит ответный удар,https://kinopoiskapiunofficial.tech/images/posters/kp/338.jpg,8.0,8.1,https://www.kinopoisk.ru/film/338/,338
229,"Знакомьтесь, Джо Блэк",https://kinopoiskapiunofficial.tech/images/posters/kp/5059.jpg,8.0,8.0,https://www.kinopoisk.ru/film/5059/,5059
230,Рапунцель: Запутанная история,https://kinopoiskapiunofficial.tech/images/posters/kp/84049.jpg,8.0,7.9,https://www.kinopoisk.ru/film/84049/,84049
231,Столкновение,https://kinopoiskapiunofficial.tech/images/posters/kp/61297.jpg,8.0,8.1,https://www.kinopoisk.ru/film/61297/,61297
232,Три идиота,https://kinopoiskapiunofficial.tech/images/posters/kp/423210.jpg,8.0,8.2,https://www.kinopoisk.ru/film/423210/,423210
233,Завтра была война,https://kinopoiskapiunofficial.tech/images/posters/kp/45244.jpg,8.0,7.9,https://www.kinopoisk.ru/film/45244/,45244
234,Джокер,https://kinopoiskapiunofficial.tech/images/posters/kp/1048334.jpg,8.0,7.9,https://www.kinopoisk.ru/film/1048334/,1048334
235,Билли Эллиот,https://kinopoiskapiunofficial.tech/images/posters/kp/610.jpg,8.0,8.0,https://www.kinopoisk.ru/film/610/,610
236,Мулан,https://kinopoiskapiunofficial.tech/images/posters/kp/5277.jpg,8.0,8.0,https://www.kinopoisk.ru/film/5277/,5277
237,Старший сын,https://kinopoiskapiunofficial.tech/images/posters/kp/43982.jpg,8.0,7.9,https://www.kinopoisk.ru/film/43982/,43982
238,Реквием по мечте,https://kinopoiskapiunofficial.tech/images/posters/kp/367.jpg,8.0,8.2,https://www.kinopoisk.ru/film/367/,367
239,Русалочка,https://kinopoiskapiunofficial.tech/images/posters/kp/8147.jpg,8.0,8.0,https://www.kinopoisk.ru/film/8147/,8147
240,История игрушек: Большой побег,https://kinopoiskapiunofficial.tech/images/posters/kp/258328.jpg,8.0,8.0,https://www.kinopoisk.ru/film/258328/,258328
241,Догвилль,https://kinopoiskapiunofficial.tech/images/posters/kp/7226.jpg,8.0,7.9,https://www.kinopoisk.ru/film/7226/,7226
242,Жизнь Пи,https://kinopoiskapiunofficial.tech/images/posters/kp/158786.jpg,8.0,7.9,https://www.kinopoisk.ru/film/158786/,158786
243,Леди и бродяга,https://kinopoiskapiunofficial.tech/images/posters/kp/8227.jpg,8.0,8.0,https://www.kinopoisk.ru/film/8227/,8227
244,Мужики!..,https://kinopoiskapiunofficial.tech/images/posters/kp/46745.jpg,8.0,7.9,https://www.kinopoisk.ru/film/46745/,46745
245,Пираты Карибского моря: На краю света,https://kinopoiskapiunofficial.tech/images/posters/kp/102124.jpg,8.0,8.0,https://www.kinopoisk.ru/film/102124/,102124
246,Иди и смотри,https://kinopoiskapiunofficial.tech/images/posters/kp/42571.jpg,8.0,8.0,https://www.kinopoisk.ru/film/42571/,42571
247,Мандарины,https://kinopoiskapiunofficial.tech/images/posters/kp/772017.jpg,8.0,8.0,https://www.kinopoisk.ru/film/772017/,772017
248,Гаттака,https://kinopoiskapiunofficial.tech/images/posters/kp/5012.jpg,8.0,8.0,https://www.kinopoisk.ru/film/5012/,5012
249,Поющие под дождем,https://kinopoiskapiunofficial.tech/images/posters/kp/368.jpg,8.0,8.1,https://www.kinopoisk.ru/film/368/,368
